simulation,seed,steps,config,avg_energy,stability,diversity,goal_completion,elapsed_sec
particle-lenia,217,300,"{""mu_k"": 4.59173453976307, ""sigma_k"": 1.2974188106214173, ""w_k"": 0.03940263324574486, ""c_rep"": 0.8848391328846008, ""mu_g"": 0.47358046525405323, ""sigma_g"": 0.1710869392818993, ""dt"": 0.05620151355019648, ""point_n"": 200}",0.468325,0.12950112,187.68139878444987,nan,19.513155698776245
particle-lenia,218,300,"{""mu_k"": 3.6667800746735164, ""sigma_k"": 1.0256246784206593, ""w_k"": 0.020584765577805975, ""c_rep"": 1.0885736016117884, ""mu_g"": 0.568458998040167, ""sigma_g"": 0.22131740322869276, ""dt"": 0.08110061307706613, ""point_n"": 200}",-0.0660152,0.11522226,305.1615139389465,nan,19.579598903656006
particle-lenia,219,300,"{""mu_k"": 4.863276307528883, ""sigma_k"": 1.2752706909136253, ""w_k"": 0.0358915077067563, ""c_rep"": 1.008756058697043, ""mu_g"": 0.4747095729620932, ""sigma_g"": 0.24143761092923852, ""dt"": 0.14251267491621072, ""point_n"": 200}",0.44534546,0.1133151,337.5093260525466,nan,19.494394779205322
particle-lenia,220,300,"{""mu_k"": 4.674546861963104, ""sigma_k"": 1.3512731695526732, ""w_k"": 0.01764335600063696, ""c_rep"": 1.197953245186503, ""mu_g"": 0.5219790250386548, ""sigma_g"": 0.1364626140512868, ""dt"": 0.13593757146207675, ""point_n"": 100}",-0.043669786,0.14451818,97.31722456151829,nan,4.828179597854614
particle-lenia,221,300,"{""mu_k"": 4.155132113103669, ""sigma_k"": 0.902712811232919, ""w_k"": 0.022459305726662406, ""c_rep"": 1.1954383840032967, ""mu_g"": 0.7987064635773022, ""sigma_g"": 0.17699987463076217, ""dt"": 0.14537714937411997, ""point_n"": 150}",0.2912614,0.1487475,106.05731503756546,nan,11.170692920684814
particle-lenia,222,300,"{""mu_k"": 3.0306602277780366, ""sigma_k"": 1.0092451261468562, ""w_k"": 0.016335021149833626, ""c_rep"": 1.406054026484079, ""mu_g"": 0.6771299040313905, ""sigma_g"": 0.1995906026664256, ""dt"": 0.12994772098801705, ""point_n"": 150}",0.3670756,0.16195367,64.85300684708878,nan,10.932679653167725
particle-lenia,223,300,"{""mu_k"": 4.668287528535991, ""sigma_k"": 1.2492882176953763, ""w_k"": 0.02730813093916766, ""c_rep"": 0.865508255866307, ""mu_g"": 0.447096717825784, ""sigma_g"": 0.11284473861280535, ""dt"": 0.11603540603901955, ""point_n"": 150}",0.24385042,0.12638229,269.2134364981102,nan,11.083101272583008
particle-lenia,224,300,"{""mu_k"": 4.991218985283579, ""sigma_k"": 0.8903794901787809, ""w_k"": 0.018909045695175097, ""c_rep"": 1.2528207452038793, ""mu_g"": 0.6734452227948549, ""sigma_g"": 0.15337529247778103, ""dt"": 0.08580641418544188, ""point_n"": 100}",0.47890982,0.1497469,120.67307719191716,nan,4.965644121170044
particle-lenia,225,300,"{""mu_k"": 4.2630019101341965, ""sigma_k"": 0.6816282329196209, ""w_k"": 0.020790713195591268, ""c_rep"": 1.4144812641825597, ""mu_g"": 0.7774221745986453, ""sigma_g"": 0.1521816222687285, ""dt"": 0.13039057486813166, ""point_n"": 100}",0.7071868,0.12912196,160.1374111365018,nan,5.02759051322937
particle-lenia,226,300,"{""mu_k"": 4.576936559714349, ""sigma_k"": 1.3636189835625039, ""w_k"": 0.012623497852069857, ""c_rep"": 1.2032001794194056, ""mu_g"": 0.4232356253916601, ""sigma_g"": 0.14380778929304344, ""dt"": 0.09311468407168469, ""point_n"": 150}",-0.12013963,0.14402072,158.60677192151738,nan,11.164576053619385
particle-lenia,227,300,"{""mu_k"": 4.345993515328309, ""sigma_k"": 0.7117828584579602, ""w_k"": 0.018160324066053828, ""c_rep"": 1.3413970242494622, ""mu_g"": 0.730264726800052, ""sigma_g"": 0.15838001756515585, ""dt"": 0.06179532276741513, ""point_n"": 200}",0.34617612,0.1560863,88.38049190645442,nan,20.23115086555481
particle-lenia,228,300,"{""mu_k"": 3.2857143496756356, ""sigma_k"": 0.6364737948504704, ""w_k"": 0.03491492759459902, ""c_rep"": 0.9188395045832995, ""mu_g"": 0.7568295312740054, ""sigma_g"": 0.17117390093738427, ""dt"": 0.08976745303093338, ""point_n"": 64}",0.4545348,0.13795425,141.8576475355847,nan,2.0602777004241943
particle-lenia,229,300,"{""mu_k"": 3.0534140390659026, ""sigma_k"": 0.8440026839320437, ""w_k"": 0.010354698021798064, ""c_rep"": 1.3495553159661937, ""mu_g"": 0.751488502614277, ""sigma_g"": 0.1302423295183309, ""dt"": 0.05717236659284667, ""point_n"": 100}",0.6783643,0.13110042,167.25696507485495,nan,5.036654710769653
particle-lenia,230,300,"{""mu_k"": 3.369717793810583, ""sigma_k"": 1.1870419260616552, ""w_k"": 0.028496938741253974, ""c_rep"": 1.1165328223352033, ""mu_g"": 0.5537348434771088, ""sigma_g"": 0.16299306321171614, ""dt"": 0.1026367362601943, ""point_n"": 200}",0.22633822,0.113689326,337.08130969760197,nan,19.915338039398193
particle-lenia,231,300,"{""mu_k"": 4.433906111837942, ""sigma_k"": 0.8557314805168305, ""w_k"": 0.010416313247018461, ""c_rep"": 1.1957793527365912, ""mu_g"": 0.45615048789562596, ""sigma_g"": 0.1141176399830246, ""dt"": 0.14700252916642223, ""point_n"": 150}",0.3007794,0.15944397,75.56618623054041,nan,10.93376111984253
particle-lenia,232,300,"{""mu_k"": 3.8676190251708156, ""sigma_k"": 0.9474100962270597, ""w_k"": 0.026853124101305262, ""c_rep"": 1.0305139667284249, ""mu_g"": 0.48442631210908704, ""sigma_g"": 0.16878266047213425, ""dt"": 0.1461257713032203, ""point_n"": 100}",-0.3334447,0.13702573,145.73707704456342,nan,4.8797948360443115
particle-lenia,233,300,"{""mu_k"": 3.8084314432555475, ""sigma_k"": 1.1392260628105886, ""w_k"": 0.015039977307452337, ""c_rep"": 1.1692785351503159, ""mu_g"": 0.5295612016578737, ""sigma_g"": 0.21447583580847068, ""dt"": 0.09438530687412433, ""point_n"": 150}",-0.11264756,0.139947,119.35377257964186,nan,10.936139583587646
particle-lenia,234,300,"{""mu_k"": 4.969315068882139, ""sigma_k"": 0.658973845155098, ""w_k"": 0.037910615746647926, ""c_rep"": 0.9993973578760791, ""mu_g"": 0.4046872673753214, ""sigma_g"": 0.1675459802850292, ""dt"": 0.12630313072405958, ""point_n"": 64}",-0.40253463,0.14090344,163.96672479739843,nan,1.945122241973877
particle-lenia,235,300,"{""mu_k"": 4.554627665274042, ""sigma_k"": 1.258387702846441, ""w_k"": 0.039694487039460616, ""c_rep"": 1.2117430731897425, ""mu_g"": 0.43794844827644447, ""sigma_g"": 0.23096141824663832, ""dt"": 0.14959944585937834, ""point_n"": 100}",-0.00097417715,0.113100745,382.25746222826257,nan,4.86757755279541
particle-lenia,236,300,"{""mu_k"": 3.9737079294300788, ""sigma_k"": 1.1813538510614663, ""w_k"": 0.022196895551116327, ""c_rep"": 0.8184499525783303, ""mu_g"": 0.5584215211043111, ""sigma_g"": 0.1598548729211242, ""dt"": 0.1386811278419494, ""point_n"": 64}",-0.17021555,0.2081197,18.590913858184532,nan,2.074533700942993
