step,com_dist,frac_within_radius,goal_x,goal_y
1,10.496263931387361,0.0,-8.430018338396021,-7.399317093278826
2,10.48199719597475,0.0,-8.430018338396021,-7.399317093278826
3,10.467794949203338,0.0,-8.430018338396021,-7.399317093278826
4,10.453615769005303,0.0,-8.430018338396021,-7.399317093278826
5,10.439407366812453,0.0,-8.430018338396021,-7.399317093278826
6,10.425132300686021,0.0,-8.430018338396021,-7.399317093278826
7,10.410762310917281,0.0,-8.430018338396021,-7.399317093278826
8,10.396285602156961,0.0,-8.430018338396021,-7.399317093278826
9,10.381709432130183,0.0,-8.430018338396021,-7.399317093278826
10,10.367060563769712,0.0,-8.430018338396021,-7.399317093278826
11,10.35236695236539,0.0,-8.430018338396021,-7.399317093278826
12,10.337650352562799,0.0,-8.430018338396021,-7.399317093278826
13,10.322925381264653,0.0,-8.430018338396021,-7.399317093278826
14,10.308200316792215,0.0,-8.430018338396021,-7.399317093278826
15,10.29348075290656,0.0,-8.430018338396021,-7.399317093278826
16,10.278769551267345,0.0,-8.430018338396021,-7.399317093278826
17,10.264068047719187,0.0,-8.430018338396021,-7.399317093278826
18,10.249381920682069,0.0,-8.430018338396021,-7.399317093278826
19,10.234716955317568,0.0,-8.430018338396021,-7.399317093278826
20,10.22007824915227,0.0,-8.430018338396021,-7.399317093278826
21,10.205470861234396,0.0,-8.430018338396021,-7.399317093278826
22,10.190899169929672,0.0,-8.430018338396021,-7.399317093278826
23,10.176366285955856,0.0,-8.430018338396021,-7.399317093278826
24,10.16187442508548,0.0,-8.430018338396021,-7.399317093278826
25,10.147425215481844,0.0,-8.430018338396021,-7.399317093278826
26,10.133020199902122,0.0,-8.430018338396021,-7.399317093278826
27,10.118660517158967,0.0,-8.430018338396021,-7.399317093278826
28,10.104347206165475,0.0,-8.430018338396021,-7.399317093278826
29,10.090081634278,0.0,-8.430018338396021,-7.399317093278826
30,10.075864909800517,0.0,-8.430018338396021,-7.399317093278826
31,10.061698362756049,0.0,-8.430018338396021,-7.399317093278826
32,10.047582849692716,0.0,-8.430018338396021,-7.399317093278826
33,10.033519388794817,0.0,-8.430018338396021,-7.399317093278826
34,10.019508563184917,0.0,-8.430018338396021,-7.399317093278826
35,10.005552348197556,0.0,-8.430018338396021,-7.399317093278826
36,9.991651514744607,0.0,-8.430018338396021,-7.399317093278826
37,9.977806700398984,0.0,-8.430018338396021,-7.399317093278826
38,9.964017710616876,0.0,-8.430018338396021,-7.399317093278826
39,9.950282307803695,0.0,-8.430018338396021,-7.399317093278826
40,9.936598299204139,0.0,-8.430018338396021,-7.399317093278826
41,9.922962912009664,0.0,-8.430018338396021,-7.399317093278826
42,9.90937361722558,0.0,-8.430018338396021,-7.399317093278826
43,9.895827564521017,0.0,-8.430018338396021,-7.399317093278826
44,9.882322223728606,0.0,-8.430018338396021,-7.399317093278826
45,9.868854972039188,0.0,-8.430018338396021,-7.399317093278826
46,9.855421903568727,0.0,-8.430018338396021,-7.399317093278826
47,9.842019277141626,0.0,-8.430018338396021,-7.399317093278826
48,9.828644116392104,0.0,-8.430018338396021,-7.399317093278826
49,9.815293660200107,0.0,-8.430018338396021,-7.399317093278826
50,9.801964996611128,0.0,-8.430018338396021,-7.399317093278826
51,9.78865225194942,0.0,-8.430018338396021,-7.399317093278826
52,9.775350755976508,0.0,-8.430018338396021,-7.399317093278826
53,9.762056036042695,0.0,-8.430018338396021,-7.399317093278826
54,9.748764244950435,0.0,-8.430018338396021,-7.399317093278826
55,9.735471672820712,0.0,-8.430018338396021,-7.399317093278826
56,9.722174502324409,0.0,-8.430018338396021,-7.399317093278826
57,9.70886978647042,0.0,-8.430018338396021,-7.399317093278826
58,9.695553784157681,0.0,-8.430018338396021,-7.399317093278826
59,9.682223364821807,0.0,-8.430018338396021,-7.399317093278826
60,9.6688750623215,0.0,-8.430018338396021,-7.399317093278826
61,9.655505655101974,0.0,-8.430018338396021,-7.399317093278826
62,9.642111615931825,0.0,-8.430018338396021,-7.399317093278826
63,9.62868993766121,0.0,-8.430018338396021,-7.399317093278826
64,9.615236956308676,0.0,-8.430018338396021,-7.399317093278826
65,9.601748522119328,0.0,-8.430018338396021,-7.399317093278826
66,9.588220608190044,0.0,-8.430018338396021,-7.399317093278826
67,9.574651326562979,0.0,-8.430018338396021,-7.399317093278826
68,9.56104619396909,0.0,-8.430018338396021,-7.399317093278826
69,9.547411520990716,0.0,-8.430018338396021,-7.399317093278826
70,9.533754118138813,0.0,-8.430018338396021,-7.399317093278826
71,9.520077926018285,0.0,-8.430018338396021,-7.399317093278826
72,9.506387051861074,0.0,-8.430018338396021,-7.399317093278826
73,9.492685480114552,0.0,-8.430018338396021,-7.399317093278826
74,9.478976202888745,0.0,-8.430018338396021,-7.399317093278826
75,9.465259372148271,0.0,-8.430018338396021,-7.399317093278826
76,9.45153705022333,0.0,-8.430018338396021,-7.399317093278826
77,9.437812262385508,0.0,-8.430018338396021,-7.399317093278826
78,9.42408855375796,0.0,-8.430018338396021,-7.399317093278826
79,9.41036942445837,0.0,-8.430018338396021,-7.399317093278826
80,9.396658817554947,0.0,-8.430018338396021,-7.399317093278826
81,9.382959974355277,0.0,-8.430018338396021,-7.399317093278826
82,9.369275586705584,0.0,-8.430018338396021,-7.399317093278826
83,9.355606514151265,0.0,-8.430018338396021,-7.399317093278826
84,9.341952454419147,0.0,-8.430018338396021,-7.399317093278826
85,9.328316141794383,0.0,-8.430018338396021,-7.399317093278826
86,9.314696158335229,0.0,-8.430018338396021,-7.399317093278826
87,9.301091832691798,0.0,-8.430018338396021,-7.399317093278826
88,9.287502828685264,0.0,-8.430018338396021,-7.399317093278826
89,9.273929999837359,0.0,-8.430018338396021,-7.399317093278826
90,9.260373344691068,0.0,-8.430018338396021,-7.399317093278826
91,9.246832540080737,0.0,-8.430018338396021,-7.399317093278826
92,9.233310606723908,0.0,-8.430018338396021,-7.399317093278826
93,9.219809284814515,0.0,-8.430018338396021,-7.399317093278826
94,9.206329429289905,0.0,-8.430018338396021,-7.399317093278826
95,9.192871788289454,0.0,-8.430018338396021,-7.399317093278826
96,9.179436117282245,0.0,-8.430018338396021,-7.399317093278826
97,9.166022308690648,0.0,-8.430018338396021,-7.399317093278826
98,9.15263104776116,0.0,-8.430018338396021,-7.399317093278826
99,9.139265400714757,0.0,-8.430018338396021,-7.399317093278826
100,9.125927351549754,0.0,-8.430018338396021,-7.399317093278826
101,9.112617145042158,0.0,-8.430018338396021,-7.399317093278826
102,9.099335742778248,0.0,-8.430018338396021,-7.399317093278826
103,9.086083099236102,0.0,-8.430018338396021,-7.399317093278826
104,9.072857197946243,0.0,-8.430018338396021,-7.399317093278826
105,9.059657121130538,0.0,-8.430018338396021,-7.399317093278826
106,9.046482120472797,0.0,-8.430018338396021,-7.399317093278826
107,9.033332607143516,0.0,-8.430018338396021,-7.399317093278826
108,9.0202077430863,0.0,-8.430018338396021,-7.399317093278826
109,9.007110100782002,0.0,-8.430018338396021,-7.399317093278826
110,8.994039901770588,0.0,-8.430018338396021,-7.399317093278826
111,8.980997102439737,0.0,-8.430018338396021,-7.399317093278826
112,8.967980867042705,0.0,-8.430018338396021,-7.399317093278826
113,8.954991026934076,0.0,-8.430018338396021,-7.399317093278826
114,8.942026558224157,0.0,-8.430018338396021,-7.399317093278826
115,8.929086040645588,0.0,-8.430018338396021,-7.399317093278826
116,8.9161682398376,0.0,-8.430018338396021,-7.399317093278826
117,8.90327216284931,0.0,-8.430018338396021,-7.399317093278826
118,8.890397215222029,0.0,-8.430018338396021,-7.399317093278826
119,8.877542359226219,0.0,-8.430018338396021,-7.399317093278826
120,8.864707168192377,0.0,-8.430018338396021,-7.399317093278826
121,8.851891170998833,0.0,-8.430018338396021,-7.399317093278826
122,8.839093801822237,0.0,-8.430018338396021,-7.399317093278826
123,8.826314741580148,0.0,-8.430018338396021,-7.399317093278826
124,8.813553303910064,0.0,-8.430018338396021,-7.399317093278826
125,8.800809581476113,0.0,-8.430018338396021,-7.399317093278826
126,8.788082887902247,0.0,-8.430018338396021,-7.399317093278826
127,8.775372904213018,0.0,-8.430018338396021,-7.399317093278826
128,8.762676834659553,0.0,-8.430018338396021,-7.399317093278826
129,8.74999301387477,0.0,-8.430018338396021,-7.399317093278826
130,8.737321046648056,0.0,-8.430018338396021,-7.399317093278826
131,8.724660686040664,0.0,-8.430018338396021,-7.399317093278826
132,8.712012144281788,0.0,-8.430018338396021,-7.399317093278826
133,8.699375817241062,0.0,-8.430018338396021,-7.399317093278826
134,8.6867523604187,0.0,-8.430018338396021,-7.399317093278826
135,8.674141789915131,0.0,-8.430018338396021,-7.399317093278826
136,8.661545416466097,0.0,-8.430018338396021,-7.399317093278826
137,8.648964822194518,0.0,-8.430018338396021,-7.399317093278826
138,8.636402271836499,0.0,-8.430018338396021,-7.399317093278826
139,8.623858978721204,0.0,-8.430018338396021,-7.399317093278826
140,8.611336399359535,0.0,-8.430018338396021,-7.399317093278826
141,8.59883529537228,0.0,-8.430018338396021,-7.399317093278826
142,8.586356515722365,0.0,-8.430018338396021,-7.399317093278826
143,8.573902695325819,0.0,-8.430018338396021,-7.399317093278826
144,8.56147620428403,0.0,-8.430018338396021,-7.399317093278826
145,8.549078350416309,0.0,-8.430018338396021,-7.399317093278826
146,8.536709190902434,0.0,-8.430018338396021,-7.399317093278826
147,8.524369242809014,0.0,-8.430018338396021,-7.399317093278826
148,8.512058260038694,0.0,-8.430018338396021,-7.399317093278826
149,8.499776034815651,0.0,-8.430018338396021,-7.399317093278826
150,8.487521498532454,0.0,-8.430018338396021,-7.399317093278826
151,8.475296618337897,0.0,-8.430018338396021,-7.399317093278826
152,8.463103356133983,0.0,-8.430018338396021,-7.399317093278826
153,8.45094290507505,0.0,-8.430018338396021,-7.399317093278826
154,8.438817032329624,0.0,-8.430018338396021,-7.399317093278826
155,8.426727905766635,0.0,-8.430018338396021,-7.399317093278826
156,8.414676713585811,0.0,-8.430018338396021,-7.399317093278826
157,8.402664952764782,0.0,-8.430018338396021,-7.399317093278826
158,8.390692106923694,0.0,-8.430018338396021,-7.399317093278826
159,8.37875918059838,0.0,-8.430018338396021,-7.399317093278826
160,8.366866842748458,0.0,-8.430018338396021,-7.399317093278826
161,8.355016044483504,0.0,-8.430018338396021,-7.399317093278826
162,8.343202465892915,0.0,-8.430018338396021,-7.399317093278826
163,8.331422794484322,0.0,-8.430018338396021,-7.399317093278826
164,8.319673106572514,0.0,-8.430018338396021,-7.399317093278826
165,8.30795111803367,0.0,-8.430018338396021,-7.399317093278826
166,8.29625479466938,0.0,-8.430018338396021,-7.399317093278826
167,8.284580793176188,0.0,-8.430018338396021,-7.399317093278826
168,8.272925336781265,0.0,-8.430018338396021,-7.399317093278826
169,8.261285721387845,0.0,-8.430018338396021,-7.399317093278826
170,8.249658927738265,0.0,-8.430018338396021,-7.399317093278826
171,8.238043226198807,0.0,-8.430018338396021,-7.399317093278826
172,8.226436117683333,0.0,-8.430018338396021,-7.399317093278826
173,8.214836695557661,0.0,-8.430018338396021,-7.399317093278826
174,8.203242645378545,0.0,-8.430018338396021,-7.399317093278826
175,8.19165110010402,0.0,-8.430018338396021,-7.399317093278826
176,8.180061206101186,0.0,-8.430018338396021,-7.399317093278826
177,8.168470951804773,0.0,-8.430018338396021,-7.399317093278826
178,8.156879450629923,0.0,-8.430018338396021,-7.399317093278826
179,8.145285177856715,0.0,-8.430018338396021,-7.399317093278826
180,8.133687950984406,0.0,-8.430018338396021,-7.399317093278826
181,8.122086632774076,0.0,-8.430018338396021,-7.399317093278826
182,8.110480889243156,0.0,-8.430018338396021,-7.399317093278826
183,8.098870655676121,0.0,-8.430018338396021,-7.399317093278826
184,8.087255380456826,0.0,-8.430018338396021,-7.399317093278826
185,8.075634729424044,0.0,-8.430018338396021,-7.399317093278826
186,8.064007748834227,0.0,-8.430018338396021,-7.399317093278826
187,8.052373971283178,0.0,-8.430018338396021,-7.399317093278826
188,8.040732339779089,0.0,-8.430018338396021,-7.399317093278826
189,8.029082051202225,0.0,-8.430018338396021,-7.399317093278826
190,8.01742235097448,0.0,-8.430018338396021,-7.399317093278826
191,8.00575258678303,0.0,-8.430018338396021,-7.399317093278826
192,7.994073381129309,0.0,-8.430018338396021,-7.399317093278826
193,7.982385976023565,0.0,-8.430018338396021,-7.399317093278826
194,7.970690455537796,0.0,-8.430018338396021,-7.399317093278826
195,7.958988127959563,0.0,-8.430018338396021,-7.399317093278826
196,7.9472798484190115,0.0,-8.430018338396021,-7.399317093278826
197,7.9355640900196605,0.0,-8.430018338396021,-7.399317093278826
198,7.9238392923021514,0.0,-8.430018338396021,-7.399317093278826
199,7.912104448317509,0.0,-8.430018338396021,-7.399317093278826
200,7.900357427335202,0.0,-8.430018338396021,-7.399317093278826
201,7.888597490837696,0.0,-8.430018338396021,-7.399317093278826
202,7.8768243865134115,0.0,-8.430018338396021,-7.399317093278826
203,7.865037762155126,0.0,-8.430018338396021,-7.399317093278826
204,7.853236627088459,0.0,-8.430018338396021,-7.399317093278826
205,7.841421802579243,0.0,-8.430018338396021,-7.399317093278826
206,7.8295949653982175,0.0,-8.430018338396021,-7.399317093278826
207,7.817756013477161,0.0,-8.430018338396021,-7.399317093278826
208,7.8059049120855954,0.0,-8.430018338396021,-7.399317093278826
209,7.794041290919418,0.0,-8.430018338396021,-7.399317093278826
210,7.782165635194944,0.0,-8.430018338396021,-7.399317093278826
211,7.770278362249884,0.0,-8.430018338396021,-7.399317093278826
212,7.758378984563875,0.0,-8.430018338396021,-7.399317093278826
213,7.746467836363378,0.0,-8.430018338396021,-7.399317093278826
214,7.734545334638501,0.0,-8.430018338396021,-7.399317093278826
215,7.722611361249575,0.0,-8.430018338396021,-7.399317093278826
216,7.710666332987156,0.0,-8.430018338396021,-7.399317093278826
217,7.698710165789233,0.0,-8.430018338396021,-7.399317093278826
218,7.686743762456653,0.0,-8.430018338396021,-7.399317093278826
219,7.67476636813181,0.0,-8.430018338396021,-7.399317093278826
220,7.662779755229394,0.0,-8.430018338396021,-7.399317093278826
221,7.6507839902250145,0.0,-8.430018338396021,-7.399317093278826
222,7.638778770186687,0.0,-8.430018338396021,-7.399317093278826
223,7.626764915022006,0.0,-8.430018338396021,-7.399317093278826
