simulation,seed,steps,config,avg_energy,stability,diversity,goal_completion,elapsed_sec
food-hunt,5050,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.1540162388003422, ""food_radius"": 2.050679938446321, ""food_spawn_min_dist"": 3.6162242430748037, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.07472214,0.18697007,33.382844964868525,0.0,15.687305688858032
food-hunt,5051,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.1674649002170763, ""food_radius"": 2.133782606906046, ""food_spawn_min_dist"": 3.604915127887366, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.06887579,0.1833704,41.03737701662033,0.0,15.588511943817139
food-hunt,5052,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.12520183638949017, ""food_radius"": 2.2258350321830713, ""food_spawn_min_dist"": 2.0139904330562484, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.18281607,0.19408478,22.615474206243473,0.0,15.381059646606445
food-hunt,5053,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.09598160179247077, ""food_radius"": 2.127378022057532, ""food_spawn_min_dist"": 3.577298283668645, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.11905782,0.18829192,34.57955760457454,0.0,15.215465307235718
food-hunt,5054,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.1294563732808207, ""food_radius"": 2.190234096424218, ""food_spawn_min_dist"": 2.6848855476104605, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.059387706,0.18134381,37.59885656502243,0.0,15.153282165527344
food-hunt,5055,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.10543109130753953, ""food_radius"": 2.264566766878167, ""food_spawn_min_dist"": 1.5059462623823048, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.06574108,0.18795875,40.4344350970414,0.0,15.37135910987854
food-hunt,5056,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.14462628832057692, ""food_radius"": 2.4951949455506712, ""food_spawn_min_dist"": 2.0697748517609753, ""respawn_on_reach"": false}, ""point_n"": 80}",0.022917384,0.16756575,73.66085359627739,0.0,15.340389251708984
food-hunt,5057,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.13135702384935838, ""food_radius"": 2.418878333570059, ""food_spawn_min_dist"": 3.250432393173989, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.096849434,0.18039276,44.04287219029074,0.0,15.31699252128601
food-hunt,5058,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.13596242480863574, ""food_radius"": 2.259395270035785, ""food_spawn_min_dist"": 1.843299658428772, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.07659434,0.18888548,47.744969745267966,0.0,15.214478969573975
food-hunt,5059,1500,"{""mu_k"": 4.0, ""sigma_k"": 1.0, ""w_k"": 0.022, ""c_rep"": 1.0, ""mu_g"": 0.6, ""sigma_g"": 0.15, ""dt"": 0.1, ""food_params"": {""food_attraction_strength"": 0.11368313214195025, ""food_radius"": 2.2801887266166876, ""food_spawn_min_dist"": 3.517829192610306, ""respawn_on_reach"": false}, ""point_n"": 80}",-0.1667744,0.1957018,25.358480618571953,0.0,15.260194063186646
